_id,rt,trial_type,trial_index,time_elapsed,internal_node_id,__v,response,theword,block
6885941d57769462deb20715,3913,survey-multi-choice,10,99727,0,0,"{""Q0"":""none of these""}",ladybug,category_organization
6885941d57769462deb20717,5020,survey-multi-choice,11,104748,0,0,"{""Q0"":""material""}",racket,category_organization
6885941d57769462deb20719,5464,survey-multi-choice,12,110212,0,0,"{""Q0"":""material""}",lemon,category_organization
6885941d57769462deb2071b,3098,survey-multi-choice,13,113312,0,0,"{""Q0"":""material""}",ice,category_organization
6885941d57769462deb2071d,3645,survey-multi-choice,14,116957,0,0,"{""Q0"":""none of these""}",penis,category_organization
6885941d57769462deb2071f,3275,survey-multi-choice,15,120232,0,0,"{""Q0"":""none of these""}",pork,category_organization
6885941d57769462deb20721,2178,survey-multi-choice,17,125834,0,0,"{""Q0"":""material""}",ladder,category_organization
6885941d57769462deb20723,3423,survey-multi-choice,16,123656,0,0,"{""Q0"":""none of these""}",parrot,category_organization
6885941d57769462deb20725,4469,survey-multi-choice,18,130303,0,0,"{""Q0"":""material""}",milk,category_organization
6885941d57769462deb20727,2220,survey-multi-choice,19,132523,0,0,"{""Q0"":""none of these""}",puppy,category_organization
6885941d57769462deb20729,2522,survey-multi-choice,20,135046,0,0,"{""Q0"":""material""}",pencil,category_organization
6885941d57769462deb2072b,2352,survey-multi-choice,21,137398,0,0,"{""Q0"":""none of these""}",panda,category_organization
6885941d57769462deb2072d,2503,survey-multi-choice,22,139901,0,0,"{""Q0"":""material""}",radiator,category_organization
6885941d57769462deb2072f,3342,survey-multi-choice,23,143243,0,0,"{""Q0"":""color""}",jelly,category_organization
6885941d57769462deb20731,3587,survey-multi-choice,24,146831,0,0,"{""Q0"":""color""}",lavender,attention_category
6885941d57769462deb20733,1853,instructions,25,148684,0,0,,,
6885944b57769462deb20735,9113,instructions,0,9115,0,0,,,
6885944b57769462deb20737,6977,survey-multi-choice,6,100074,0,0,"{""Q0"":""none of these""}",purse,category_organization
6885944b57769462deb20739,11423,survey-multi-choice,2,70067,0,0,"{""Q0"":""shape""}","In the sentence [this is a square table], a 'square' belongs to a category that is organized by:",practice_category
6885944b57769462deb2073b,5319,survey-multi-choice,5,93096,0,0,"{""Q0"":""none of these""}",mosquito,category_organization
6885944b57769462deb2073d,49526,html-button-response,1,58642,0,0,0,,
6885944b57769462deb2073f,7327,survey-multi-choice,4,87776,0,0,"{""Q0"":""none of these""}",helmet,category_organization
6885944b57769462deb20743,4671,survey-multi-choice,7,104746,0,0,"{""Q0"":""shape""}",key,category_organization
6885944b57769462deb20741,6903,survey-multi-choice,3,78962,0,0,"{""Q0"":""color""}","In the sentence [this is a red table], 'red' belongs to a category that is organized by:",practice_category
6885944b57769462deb20745,3990,survey-multi-choice,8,108737,0,0,"{""Q0"":""none of these""}",papaya,category_organization
6885944b57769462deb20747,12630,survey-multi-choice,9,121368,0,0,"{""Q0"":""material""}",rain,category_organization
6885944b57769462deb20749,3857,survey-multi-choice,11,127650,0,0,"{""Q0"":""shape""}",nose,category_organization
6885944b57769462deb2074b,2423,survey-multi-choice,10,123792,0,0,"{""Q0"":""material""}",jam,category_organization
6885944b57769462deb2074d,6831,survey-multi-choice,12,134481,0,0,"{""Q0"":""shape""}",horse,category_organization
6885944b57769462deb2074f,4630,survey-multi-choice,13,139112,0,0,"{""Q0"":""material""}",pastry,category_organization
6885944b57769462deb20751,6791,survey-multi-choice,15,148938,0,0,"{""Q0"":""material""}",microphone,category_organization
6885944b57769462deb20753,3616,survey-multi-choice,18,163976,0,0,"{""Q0"":""material""}",milk,category_organization
6885944b57769462deb20755,4063,survey-multi-choice,16,153002,0,0,"{""Q0"":""material""}",pork,category_organization
6885944b57769462deb20757,3034,survey-multi-choice,14,142146,0,0,"{""Q0"":""material""}",knee,category_organization
6885944b57769462deb20759,7357,survey-multi-choice,17,160359,0,0,"{""Q0"":""material""}",lettuce,category_organization
6885944b57769462deb2075b,2583,survey-multi-choice,19,166560,0,0,"{""Q0"":""material""}",pumpkin,category_organization
6885944b57769462deb2075d,5713,survey-multi-choice,20,172274,0,0,"{""Q0"":""none of these""}",owl,category_organization
6885944b57769462deb2075f,2351,survey-multi-choice,22,177304,0,0,"{""Q0"":""material""}",puree,category_organization
6885944b57769462deb20761,2677,survey-multi-choice,21,174952,0,0,"{""Q0"":""material""}",mustache,category_organization
6885944b57769462deb20763,7392,survey-multi-choice,24,189922,0,0,"{""Q0"":""color""}",lavender,attention_category
6885944b57769462deb20765,5225,survey-multi-choice,23,182530,0,0,"{""Q0"":""none of these""}",pig,category_organization
6885944b57769462deb20767,4191,instructions,25,194113,0,0,,,
6885947657769462deb20769,2362,instructions,0,2374,0,0,,,
688594c457769462deb2076b,5160,instructions,0,5166,0,0,,,
688594c457769462deb2076d,91103,html-button-response,1,96280,0,0,0,,
688594c457769462deb2076f,9265,survey-multi-choice,2,105555,0,0,"{""Q0"":""shape""}","In the sentence [this is a square table], a 'square' belongs to a category that is organized by:",practice_category
688594c457769462deb20771,8536,survey-multi-choice,3,117977,0,0,"{""Q0"":""color""}","In the sentence [this is a red table], 'red' belongs to a category that is organized by:",practice_category
688594c457769462deb20773,8291,survey-multi-choice,5,138011,0,0,"{""Q0"":""material""}",snowman,category_organization
688594c457769462deb20775,8939,survey-multi-choice,4,129713,0,0,"{""Q0"":""none of these""}",thunder,category_organization
688594c457769462deb20777,25896,survey-multi-choice,6,163911,0,0,"{""Q0"":""material""}",rice cake,category_organization
688594c457769462deb20779,5157,survey-multi-choice,7,169073,0,0,"{""Q0"":""material""}",tooth,category_organization
688594c457769462deb2077b,6448,survey-multi-choice,8,175527,0,0,"{""Q0"":""none of these""}",swallow (animal),category_organization
688594c457769462deb2077d,5898,survey-multi-choice,9,181430,0,0,"{""Q0"":""none of these""}",shoulder,category_organization
688594c457769462deb2077f,5518,survey-multi-choice,10,186954,0,0,"{""Q0"":""shape""}",star,category_organization
688594c457769462deb20781,34232,survey-multi-choice,11,221192,0,0,"{""Q0"":""material""}",wallet,category_organization
688594c457769462deb20783,6052,survey-multi-choice,12,227250,0,0,"{""Q0"":""material""}",tummy,category_organization
688594c457769462deb20785,6369,survey-multi-choice,13,233625,0,0,"{""Q0"":""material""}",tape,category_organization
688594c557769462deb20787,6041,survey-multi-choice,14,239671,0,0,"{""Q0"":""material""}",soy sauce,category_organization
688594c557769462deb20789,3929,survey-multi-choice,16,247729,0,0,"{""Q0"":""material""}",sausage,category_organization
688594c557769462deb2078b,4120,survey-multi-choice,15,243795,0,0,"{""Q0"":""none of these""}",traffic,category_organization
688594c557769462deb2078d,5896,survey-multi-choice,17,253631,0,0,"{""Q0"":""material""}",sand,category_organization
688594c557769462deb2078f,6267,survey-multi-choice,18,259904,0,0,"{""Q0"":""material""}",shirt,category_organization
688594c557769462deb20791,7367,survey-multi-choice,19,267277,0,0,"{""Q0"":""material""}",stone,category_organization
688594c557769462deb20793,4205,survey-multi-choice,20,271487,0,0,"{""Q0"":""material""}",sandwich,category_organization
688594c557769462deb20795,3403,survey-multi-choice,21,274893,0,0,"{""Q0"":""material""}",tomato,category_organization
688594c557769462deb20797,21190,survey-multi-choice,22,296089,0,0,"{""Q0"":""material""}",spaghetti,category_organization
688594c557769462deb20799,5328,survey-multi-choice,23,301422,0,0,"{""Q0"":""material""}",stove,category_organization
688594c557769462deb2079b,11486,survey-multi-choice,24,312912,0,0,"{""Q0"":""none of these""}",lavender,attention_category
688594c557769462deb2079d,3736,instructions,25,316650,0,0,,,
688594d457769462deb2079f,11410,instructions,0,11411,0,0,,,
688594d457769462deb207a1,35486,html-button-response,1,46898,0,0,0,,
688594d457769462deb207a3,8058,survey-multi-choice,2,54956,0,0,"{""Q0"":""shape""}","In the sentence [this is a square table], a 'square' belongs to a category that is organized by:",practice_category
688594d457769462deb207a5,11041,survey-multi-choice,4,79357,0,0,"{""Q0"":""material""}",pumpkin,category_organization
688594d457769462deb207a7,8870,survey-multi-choice,3,65674,0,0,"{""Q0"":""color""}","In the sentence [this is a red table], 'red' belongs to a category that is organized by:",practice_category
688594d457769462deb207a9,9243,survey-multi-choice,6,97905,0,0,"{""Q0"":""material""}",ice,category_organization
688594d457769462deb207ab,9305,survey-multi-choice,5,88662,0,0,"{""Q0"":""none of these""}",hedgehog,category_organization
688594d457769462deb207ad,15073,survey-multi-choice,7,112978,0,0,"{""Q0"":""shape""}",overalls,category_organization
688594d457769462deb207af,6717,survey-multi-choice,8,119695,0,0,"{""Q0"":""material""}",newspaper,category_organization
688594d457769462deb207b1,29338,survey-multi-choice,10,153178,0,0,"{""Q0"":""none of these""}",owl,category_organization
688594d457769462deb207b3,4144,survey-multi-choice,9,123840,0,0,"{""Q0"":""material""}",jam,category_organization
688594d457769462deb207b5,4034,survey-multi-choice,11,157212,0,0,"{""Q0"":""material""}",pork,category_organization
688594d457769462deb207b7,4978,survey-multi-choice,12,162190,0,0,"{""Q0"":""shape""}",mug,category_organization
688594d457769462deb207b9,2799,survey-multi-choice,13,164989,0,0,"{""Q0"":""material""}",potato,category_organization
688594d457769462deb207bb,3847,survey-multi-choice,14,168836,0,0,"{""Q0"":""material""}",lemon,category_organization
688594d457769462deb207bd,4077,survey-multi-choice,16,177862,0,0,"{""Q0"":""shape""}",nose,category_organization
688594d457769462deb207bf,4949,survey-multi-choice,15,173785,0,0,"{""Q0"":""shape""}",ladder,category_organization
688594d457769462deb207c1,5184,survey-multi-choice,17,183046,0,0,"{""Q0"":""shape""}",house,category_organization
688594d457769462deb207c3,8477,survey-multi-choice,18,191524,0,0,"{""Q0"":""material""}",orange (food),category_organization
688594d457769462deb207c5,14078,survey-multi-choice,19,205602,0,0,"{""Q0"":""none of these""}",ladybug,category_organization
688594d457769462deb207c7,7574,survey-multi-choice,20,213176,0,0,"{""Q0"":""shape""}",pen/pencil,category_organization
688594d457769462deb207c9,16843,survey-multi-choice,21,230020,0,0,"{""Q0"":""shape""}",panda,category_organization
688594d457769462deb207cb,6827,survey-multi-choice,22,236847,0,0,"{""Q0"":""shape""}",horse,category_organization
688594d457769462deb207cd,5266,survey-multi-choice,24,281891,0,0,"{""Q0"":""color""}",lavender,attention_category
688594d457769462deb207cf,39778,survey-multi-choice,23,276624,0,0,"{""Q0"":""shape""}",microphone,category_organization
688594d457769462deb207d1,2224,instructions,25,284115,0,0,,,
6885950d57769462deb207d3,14197,instructions,0,14200,0,0,,,
6885950d57769462deb207d5,60072,html-button-response,1,74274,0,0,0,,
6885950d57769462deb207d7,8610,survey-multi-choice,2,82886,0,0,"{""Q0"":""shape""}","In the sentence [this is a square table], a 'square' belongs to a category that is organized by:",practice_category
6885950d57769462deb207d9,6734,survey-multi-choice,3,92162,0,0,"{""Q0"":""color""}","In the sentence [this is a red table], 'red' belongs to a category that is organized by:",practice_category
6885950d57769462deb207db,9658,survey-multi-choice,4,103448,0,0,"{""Q0"":""material""}",pork,category_organization
6885950d57769462deb207dd,8776,survey-multi-choice,5,112226,0,0,"{""Q0"":""shape""}",ladder,category_organization
6885950d57769462deb207df,9083,survey-multi-choice,6,121310,0,0,"{""Q0"":""shape""}",orange (food),category_organization
6885950d57769462deb207e1,6949,survey-multi-choice,7,128260,0,0,"{""Q0"":""shape""}",purse,category_organization
6885950d57769462deb207e3,5408,survey-multi-choice,8,133669,0,0,"{""Q0"":""shape""}",pumpkin,category_organization
6885950d57769462deb207e5,8834,survey-multi-choice,9,142504,0,0,"{""Q0"":""shape""}",nose,category_organization
6885950d57769462deb207e7,5318,survey-multi-choice,10,147823,0,0,"{""Q0"":""shape""}",mustache,category_organization
6885950d57769462deb207e9,12383,survey-multi-choice,11,160208,0,0,"{""Q0"":""shape""}",play pen,category_organization
6885950d57769462deb207eb,6751,survey-multi-choice,12,166960,0,0,"{""Q0"":""material""}",mug,category_organization
6885950d57769462deb207ed,13268,survey-multi-choice,13,180229,0,0,"{""Q0"":""shape""}",racket,category_organization
6885950d57769462deb207ef,6720,survey-multi-choice,14,186950,0,0,"{""Q0"":""none of these""}",living room,category_organization
6885950d57769462deb207f1,7224,survey-multi-choice,15,194175,0,0,"{""Q0"":""shape""}",pencil,category_organization
6885950d57769462deb207f3,8110,survey-multi-choice,16,202285,0,0,"{""Q0"":""none of these""}",puree,category_organization
6885950d57769462deb207f5,4726,survey-multi-choice,18,217943,0,0,"{""Q0"":""material""}",lemon,category_organization
6885950d57769462deb207f7,10929,survey-multi-choice,17,213215,0,0,"{""Q0"":""material""}",peanut,category_organization
6885950d57769462deb207f9,5909,survey-multi-choice,19,223853,0,0,"{""Q0"":""none of these""}",puppy,category_organization
6885950d57769462deb207fb,6161,survey-multi-choice,20,230015,0,0,"{""Q0"":""material""}",nut,category_organization
6885950d57769462deb207fd,9211,survey-multi-choice,21,239227,0,0,"{""Q0"":""material""}",papaya,category_organization
6885950d57769462deb207ff,5732,survey-multi-choice,23,255078,0,0,"{""Q0"":""material""}",mold,category_organization
6885950d57769462deb20801,10116,survey-multi-choice,22,249344,0,0,"{""Q0"":""shape""}",penis,category_organization
6885950d57769462deb20803,3685,survey-multi-choice,24,258764,0,0,"{""Q0"":""color""}",lavender,attention_category
6885950d57769462deb20805,4516,instructions,25,263280,0,0,,,
6885952857769462deb20807,4174,instructions,0,4175,0,0,,,
6885952857769462deb20809,27618,html-button-response,1,31796,0,0,0,,
6885952857769462deb2080b,8097,survey-multi-choice,4,54139,0,0,"{""Q0"":""none of these""}",salami,category_organization
6885952857769462deb2080d,5003,survey-multi-choice,3,44580,0,0,"{""Q0"":""color""}","In the sentence [this is a red table], 'red' belongs to a category that is organized by:",practice_category
6885952857769462deb2080f,6162,survey-multi-choice,2,37811,0,0,"{""Q0"":""shape""}","In the sentence [this is a square table], a 'square' belongs to a category that is organized by:",practice_category
6885952857769462deb20811,4704,survey-multi-choice,5,58843,0,0,"{""Q0"":""none of these""}",stove,category_organization
6885952857769462deb20813,3862,survey-multi-choice,6,62706,0,0,"{""Q0"":""material""}",wall,category_organization
6885952857769462deb20815,5636,survey-multi-choice,8,73819,0,0,"{""Q0"":""none of these""}",sandbox,category_organization
6885952857769462deb20817,2614,survey-multi-choice,9,76433,0,0,"{""Q0"":""none of these""}",thunder,category_organization
6885952857769462deb20819,2293,survey-multi-choice,10,78727,0,0,"{""Q0"":""none of these""}",wallet,category_organization
6885952957769462deb2081b,2503,survey-multi-choice,11,81230,0,0,"{""Q0"":""none of these""}",voice recorder,category_organization
6885952957769462deb2081d,3121,survey-multi-choice,12,84352,0,0,"{""Q0"":""none of these""}",smoothie,category_organization
6885952957769462deb2081f,2202,survey-multi-choice,13,86555,0,0,"{""Q0"":""material""}",sand,category_organization
6885952957769462deb20821,2614,survey-multi-choice,14,89169,0,0,"{""Q0"":""none of these""}",sandwich,category_organization
6885952957769462deb20823,2626,survey-multi-choice,15,91796,0,0,"{""Q0"":""none of these""}",sidewalk,category_organization
6885952957769462deb20825,5476,survey-multi-choice,7,68182,0,0,"{""Q0"":""material""}",snowman,category_organization
6885952957769462deb20827,2343,survey-multi-choice,16,94139,0,0,"{""Q0"":""none of these""}",underpants,category_organization
6885952957769462deb20829,2347,survey-multi-choice,17,96487,0,0,"{""Q0"":""shape""}",star,category_organization
6885952957769462deb2082b,3328,survey-multi-choice,20,112671,0,0,"{""Q0"":""none of these""}",sprouts,category_organization
6885952957769462deb2082d,2060,survey-multi-choice,19,109343,0,0,"{""Q0"":""none of these""}",soy sauce,category_organization
6885952957769462deb2082f,10795,survey-multi-choice,18,107282,0,0,"{""Q0"":""none of these""}",trash can,category_organization
6885952957769462deb20831,6946,survey-multi-choice,24,125993,0,0,"{""Q0"":""color""}",lavender,attention_category
6885952957769462deb20833,2220,survey-multi-choice,23,119046,0,0,"{""Q0"":""none of these""}",street,category_organization
6885952957769462deb20835,2098,survey-multi-choice,21,114770,0,0,"{""Q0"":""none of these""}",shoulder,category_organization
6885952957769462deb20837,2055,survey-multi-choice,22,116826,0,0,"{""Q0"":""none of these""}",seesaw,category_organization
6885952957769462deb20839,1548,instructions,25,127541,0,0,,,
6885958c57769462deb2083b,149043,html-button-response,1,246100,0,0,0,,
688595d557769462deb2083d,3739,instructions,0,3741,0,0,,,
688595d557769462deb2083f,19929,html-button-response,1,23672,0,0,0,,
688595d557769462deb20841,9979,survey-multi-choice,2,33654,0,0,"{""Q0"":""shape""}","In the sentence [this is a square table], a 'square' belongs to a category that is organized by:",practice_category
688595d557769462deb20843,6124,survey-multi-choice,4,46275,0,0,"{""Q0"":""shape""}",spoon,category_organization
688595d557769462deb20845,3333,survey-multi-choice,3,38764,0,0,"{""Q0"":""color""}","In the sentence [this is a red table], 'red' belongs to a category that is organized by:",practice_category
688595d557769462deb20847,7152,survey-multi-choice,6,58188,0,0,"{""Q0"":""none of these""}",sidewalk,category_organization
688595d557769462deb20849,5741,survey-multi-choice,7,63931,0,0,"{""Q0"":""shape""}",room,category_organization
688595d557769462deb2084b,4759,survey-multi-choice,5,51035,0,0,"{""Q0"":""material""}",sandbox,category_organization
688595d557769462deb2084d,3402,survey-multi-choice,8,67334,0,0,"{""Q0"":""material""}",tortilla,category_organization
688595d557769462deb2084f,3761,survey-multi-choice,9,71097,0,0,"{""Q0"":""material""}",tape,category_organization
688595d557769462deb20851,4754,survey-multi-choice,10,75852,0,0,"{""Q0"":""none of these""}",zebra,category_organization
688595d557769462deb20853,7224,survey-multi-choice,11,83077,0,0,"{""Q0"":""material""}",yard,category_organization
688595d557769462deb20855,6225,survey-multi-choice,12,89303,0,0,"{""Q0"":""none of these""}",rocking chair,category_organization
688595d557769462deb20857,3547,survey-multi-choice,13,92851,0,0,"{""Q0"":""material""}",strawberry,category_organization
688595d557769462deb20859,3426,survey-multi-choice,14,96278,0,0,"{""Q0"":""none of these""}",voice recorder,category_organization
688595d557769462deb2085b,2955,survey-multi-choice,15,99234,0,0,"{""Q0"":""none of these""}",swallow (animal),category_organization
688595d557769462deb2085d,3105,survey-multi-choice,16,102340,0,0,"{""Q0"":""material""}",stone,category_organization
688595d557769462deb2085f,2270,survey-multi-choice,17,104610,0,0,"{""Q0"":""material""}",sweet potato,category_organization
688595d557769462deb20861,3691,survey-multi-choice,18,108302,0,0,"{""Q0"":""none of these""}",teapot,category_organization
688595d557769462deb20863,3583,survey-multi-choice,19,111885,0,0,"{""Q0"":""shape""}",street,category_organization
688595d557769462deb20865,3448,survey-multi-choice,20,115334,0,0,"{""Q0"":""shape""}",waist,category_organization
688595d557769462deb20867,2662,survey-multi-choice,21,117997,0,0,"{""Q0"":""shape""}",tummy,category_organization
688595d557769462deb20869,3098,survey-multi-choice,22,121096,0,0,"{""Q0"":""material""}",worm,category_organization
688595d557769462deb2086b,2965,survey-multi-choice,23,124062,0,0,"{""Q0"":""shape""}",seesaw,category_organization
688595d557769462deb2086d,4711,survey-multi-choice,24,128775,0,0,"{""Q0"":""color""}",lavender,attention_category
688595d557769462deb2086f,1923,instructions,25,130699,0,0,,,
6885967857769462deb20871,53463,instructions,0,53465,0,0,,,
6885967857769462deb20873,61270,html-button-response,1,114737,0,0,0,,
6885967857769462deb20875,7313,survey-multi-choice,6,178629,0,0,"{""Q0"":""material""}",grass,category_organization
6885967857769462deb20877,16927,survey-multi-choice,2,131666,0,0,"{""Q0"":""shape""}","In the sentence [this is a square table], a 'square' belongs to a category that is organized by:",practice_category
6885967857769462deb20879,7624,survey-multi-choice,3,144563,0,0,"{""Q0"":""color""}","In the sentence [this is a red table], 'red' belongs to a category that is organized by:",practice_category
6885967857769462deb2087b,11459,survey-multi-choice,4,158304,0,0,"{""Q0"":""material""}",armchair,category_organization
6885967857769462deb2087d,13011,survey-multi-choice,5,171316,0,0,"{""Q0"":""material""}",chips,category_organization
6885967857769462deb2087f,8623,survey-multi-choice,8,192588,0,0,"{""Q0"":""material""}",cotton,category_organization
6885967857769462deb20881,5334,survey-multi-choice,7,183964,0,0,"{""Q0"":""material""}",fireplace,category_organization
6885967857769462deb20883,4513,survey-multi-choice,9,197102,0,0,"{""Q0"":""material""}",bandaid,category_organization
6885967857769462deb20885,5965,survey-multi-choice,10,203068,0,0,"{""Q0"":""material""}",crow,category_organization
6885967857769462deb20887,7323,survey-multi-choice,11,210392,0,0,"{""Q0"":""material""}",cabbage,category_organization
6885967857769462deb20889,5768,survey-multi-choice,12,216161,0,0,"{""Q0"":""material""}",cassava,category_organization
6885967857769462deb2088b,9118,survey-multi-choice,13,225280,0,0,"{""Q0"":""material""}",cutlet,category_organization
6885967857769462deb2088d,6497,survey-multi-choice,14,231778,0,0,"{""Q0"":""material""}",air conditioner,category_organization
6885967857769462deb2088f,7890,survey-multi-choice,15,239669,0,0,"{""Q0"":""material""}",dish,category_organization
6885967857769462deb20891,6558,survey-multi-choice,16,246228,0,0,"{""Q0"":""material""}",cloud,category_organization
6885967857769462deb20893,4259,survey-multi-choice,17,250488,0,0,"{""Q0"":""material""}",coin,category_organization
6885967857769462deb20895,9951,survey-multi-choice,18,260439,0,0,"{""Q0"":""shape""}",forehead,category_organization
6885967857769462deb20897,5596,survey-multi-choice,19,266036,0,0,"{""Q0"":""material""}",can (object),category_organization
6885967857769462deb20899,4609,survey-multi-choice,20,270645,0,0,"{""Q0"":""material""}",cup,category_organization
6885967857769462deb2089b,6444,survey-multi-choice,21,277091,0,0,"{""Q0"":""shape""}",donut,category_organization
6885967857769462deb2089d,4142,survey-multi-choice,22,281233,0,0,"{""Q0"":""material""}",camel,category_organization
6885967857769462deb2089f,10040,survey-multi-choice,23,291274,0,0,"{""Q0"":""material""}",clay,category_organization
6885967857769462deb208a1,5706,survey-multi-choice,24,296980,0,0,"{""Q0"":""color""}",lavender,attention_category
6885967857769462deb208a3,6482,instructions,25,303463,0,0,,,
6885968d57769462deb208a5,1712,instructions,0,1714,0,0,,,
6885968d57769462deb208a7,1495,html-button-response,1,3211,0,0,0,,
6885968d57769462deb208a9,6162,survey-multi-choice,2,9377,0,0,"{""Q0"":""shape""}","In the sentence [this is a square table], a 'square' belongs to a category that is organized by:",practice_category
6885968d57769462deb208ab,4013,survey-multi-choice,3,15064,0,0,"{""Q0"":""color""}","In the sentence [this is a red table], 'red' belongs to a category that is organized by:",practice_category
6885968d57769462deb208ad,3462,survey-multi-choice,7,54340,0,0,"{""Q0"":""material""}",cotton,category_organization
6885968d57769462deb208af,4439,survey-multi-choice,8,58780,0,0,"{""Q0"":""none of these""}",comb (object),category_organization
6885968d57769462deb208b1,24616,survey-multi-choice,4,41028,0,0,"{""Q0"":""material""}",cabbage,category_organization
6885968d57769462deb208b3,5164,survey-multi-choice,6,50876,0,0,"{""Q0"":""none of these""}",french fries,category_organization
6885968d57769462deb208b5,4678,survey-multi-choice,5,45711,0,0,"{""Q0"":""material""}",glue (object),category_organization
6885968d57769462deb208b7,3110,survey-multi-choice,9,61891,0,0,"{""Q0"":""none of these""}",dumpling,category_organization
6885968d57769462deb208b9,2820,survey-multi-choice,10,64712,0,0,"{""Q0"":""none of these""}",ambulance,category_organization
6885968d57769462deb208bb,5083,survey-multi-choice,11,69795,0,0,"{""Q0"":""none of these""}",fruit,category_organization
6885968d57769462deb208bd,2096,survey-multi-choice,12,71892,0,0,"{""Q0"":""none of these""}",bracelet,category_organization
6885968d57769462deb208bf,3778,survey-multi-choice,13,75671,0,0,"{""Q0"":""none of these""}",bull,category_organization
6885968d57769462deb208c1,5108,survey-multi-choice,14,80779,0,0,"{""Q0"":""material""}",bat (object),category_organization
6885968d57769462deb208c3,3132,survey-multi-choice,15,83912,0,0,"{""Q0"":""none of these""}",curtain,category_organization
6885968d57769462deb208c5,2345,survey-multi-choice,17,89612,0,0,"{""Q0"":""none of these""}",cat,category_organization
