word,theword,block,response,response_numeric,totcount,uni_lemma,count,proportion,language,eng_response,cleaned_response,matching_response
animal,animal,category_organization,shape,0,12,animal,2,0.16666666666666666,Spanish (Mexican),shape,shape,shape
animal,animal,category_organization,shape,0,12,animal,2,0.16666666666666666,Mandarin (Beijing),shape,shape,shape
animal,animal,category_organization,shape,0,12,animal,2,0.16666666666666666,Catalan,shape,shape,shape
animal,animal,category_organization,shape,0,12,animal,2,0.16666666666666666,Japanese,shape,shape,shape
animal,animal,category_organization,shape,0,12,animal,2,0.16666666666666666,English (American),shape,shape,shape
animal,animal,category_organization,shape,0,12,animal,2,0.16666666666666666,Cantonese,shape,shape,shape
animal,animal,category_organization,shape,0,12,animal,2,0.16666666666666666,Spanish (European),shape,shape,shape
animal,animal,category_organization,shape,0,12,animal,2,0.16666666666666666,Korean,shape,shape,shape
animal,animal,category_organization,shape,0,12,animal,2,0.16666666666666666,English (Australian),shape,shape,shape
animal,animal,category_organization,material,1,12,animal,2,0.16666666666666666,Mandarin (Taiwanese),material,material,material
animal,animal,category_organization,material,1,12,animal,2,0.16666666666666666,Turkish,material,material,material
animal,animal,category_organization,material,1,12,animal,2,0.16666666666666666,Spanish (Mexican),material,material,material
animal,animal,category_organization,material,1,12,animal,2,0.16666666666666666,Mandarin (Beijing),material,material,material
animal,animal,category_organization,material,1,12,animal,2,0.16666666666666666,Catalan,material,material,material
animal,animal,category_organization,material,1,12,animal,2,0.16666666666666666,Japanese,material,material,material
animal,animal,category_organization,material,1,12,animal,2,0.16666666666666666,English (American),material,material,material
animal,animal,category_organization,material,1,12,animal,2,0.16666666666666666,Cantonese,material,material,material
animal,animal,category_organization,material,1,12,animal,2,0.16666666666666666,Spanish (European),material,material,material
animal,animal,category_organization,material,1,12,animal,2,0.16666666666666666,Korean,material,material,material
animal,animal,category_organization,material,1,12,animal,2,0.16666666666666666,English (Australian),material,material,material
ankle,ankle,category_organization,shape,0,8,ankle,4,0.5,English (American),shape,shape,shape
ankle,ankle,category_organization,shape,0,8,ankle,4,0.5,Korean,shape,shape,shape
ankle,ankle,category_organization,none of these,3,8,ankle,4,0.5,English (American),none of these,none of these,none of these
ankle,ankle,category_organization,none of these,3,8,ankle,4,0.5,Korean,none of these,none of these,none of these
ant,ant,category_organization,none of these,3,14,ant,10,0.7142857142857143,French (French),none of these,none of these,none of these
ant,ant,category_organization,none of these,3,14,ant,10,0.7142857142857143,Catalan,none of these,none of these,none of these
ant,ant,category_organization,none of these,3,14,ant,10,0.7142857142857143,Spanish (Mexican),none of these,none of these,none of these
ant,ant,category_organization,none of these,3,14,ant,10,0.7142857142857143,Turkish,none of these,none of these,none of these
ant,ant,category_organization,none of these,3,14,ant,10,0.7142857142857143,Japanese,none of these,none of these,none of these
ant,ant,category_organization,none of these,3,14,ant,10,0.7142857142857143,Korean,none of these,none of these,none of these
ant,ant,category_organization,none of these,3,14,ant,10,0.7142857142857143,Cantonese,none of these,none of these,none of these
ant,ant,category_organization,none of these,3,14,ant,10,0.7142857142857143,Spanish (European),none of these,none of these,none of these
ant,ant,category_organization,none of these,3,14,ant,10,0.7142857142857143,Mandarin (Taiwanese),none of these,none of these,none of these
ant,ant,category_organization,none of these,3,14,ant,10,0.7142857142857143,English (Australian),none of these,none of these,none of these
ant,ant,category_organization,none of these,3,14,ant,10,0.7142857142857143,English (American),none of these,none of these,none of these
ant,ant,category_organization,none of these,3,14,ant,10,0.7142857142857143,Mandarin (Beijing),none of these,none of these,none of these
ant,ant,category_organization,shape,0,14,ant,2,0.14285714285714285,French (French),shape,shape,shape
ant,ant,category_organization,shape,0,14,ant,2,0.14285714285714285,Catalan,shape,shape,shape
ant,ant,category_organization,shape,0,14,ant,2,0.14285714285714285,Spanish (Mexican),shape,shape,shape
ant,ant,category_organization,shape,0,14,ant,2,0.14285714285714285,Turkish,shape,shape,shape
ant,ant,category_organization,shape,0,14,ant,2,0.14285714285714285,Japanese,shape,shape,shape
ant,ant,category_organization,shape,0,14,ant,2,0.14285714285714285,Korean,shape,shape,shape
ant,ant,category_organization,shape,0,14,ant,2,0.14285714285714285,Cantonese,shape,shape,shape
ant,ant,category_organization,shape,0,14,ant,2,0.14285714285714285,Spanish (European),shape,shape,shape
ant,ant,category_organization,shape,0,14,ant,2,0.14285714285714285,Mandarin (Taiwanese),shape,shape,shape
ant,ant,category_organization,shape,0,14,ant,2,0.14285714285714285,English (Australian),shape,shape,shape
ant,ant,category_organization,shape,0,14,ant,2,0.14285714285714285,English (American),shape,shape,shape
ant,ant,category_organization,shape,0,14,ant,2,0.14285714285714285,Mandarin (Beijing),shape,shape,shape
ant,ant,category_organization,color,2,14,ant,1,0.07142857142857142,French (French),color,color,color
ant,ant,category_organization,color,2,14,ant,1,0.07142857142857142,Catalan,color,color,color
ant,ant,category_organization,color,2,14,ant,1,0.07142857142857142,Spanish (Mexican),color,color,color
ant,ant,category_organization,color,2,14,ant,1,0.07142857142857142,Turkish,color,color,color
ant,ant,category_organization,color,2,14,ant,1,0.07142857142857142,Japanese,color,color,color
ant,ant,category_organization,color,2,14,ant,1,0.07142857142857142,Korean,color,color,color
ant,ant,category_organization,color,2,14,ant,1,0.07142857142857142,Cantonese,color,color,color
ant,ant,category_organization,color,2,14,ant,1,0.07142857142857142,Spanish (European),color,color,color
ant,ant,category_organization,color,2,14,ant,1,0.07142857142857142,Mandarin (Taiwanese),color,color,color
ant,ant,category_organization,color,2,14,ant,1,0.07142857142857142,English (Australian),color,color,color
ant,ant,category_organization,color,2,14,ant,1,0.07142857142857142,English (American),color,color,color
ant,ant,category_organization,color,2,14,ant,1,0.07142857142857142,Mandarin (Beijing),color,color,color
ant,ant,category_organization,material,1,14,ant,1,0.07142857142857142,French (French),material,material,material
ant,ant,category_organization,material,1,14,ant,1,0.07142857142857142,Catalan,material,material,material
ant,ant,category_organization,material,1,14,ant,1,0.07142857142857142,Spanish (Mexican),material,material,material
ant,ant,category_organization,material,1,14,ant,1,0.07142857142857142,Turkish,material,material,material
ant,ant,category_organization,material,1,14,ant,1,0.07142857142857142,Japanese,material,material,material
ant,ant,category_organization,material,1,14,ant,1,0.07142857142857142,Korean,material,material,material
ant,ant,category_organization,material,1,14,ant,1,0.07142857142857142,Cantonese,material,material,material
ant,ant,category_organization,material,1,14,ant,1,0.07142857142857142,Spanish (European),material,material,material
ant,ant,category_organization,material,1,14,ant,1,0.07142857142857142,Mandarin (Taiwanese),material,material,material
ant,ant,category_organization,material,1,14,ant,1,0.07142857142857142,English (Australian),material,material,material
ant,ant,category_organization,material,1,14,ant,1,0.07142857142857142,English (American),material,material,material
ant,ant,category_organization,material,1,14,ant,1,0.07142857142857142,Mandarin (Beijing),material,material,material
apple,apple,category_organization,none of these,3,11,apple,3,0.2727272727272727,Japanese,none of these,none of these,none of these
apple,apple,category_organization,none of these,3,11,apple,3,0.2727272727272727,English (Australian),none of these,none of these,none of these
apple,apple,category_organization,none of these,3,11,apple,3,0.2727272727272727,Mandarin (Taiwanese),none of these,none of these,none of these
apple,apple,category_organization,none of these,3,11,apple,3,0.2727272727272727,English (American),none of these,none of these,none of these
apple,apple,category_organization,none of these,3,11,apple,3,0.2727272727272727,Spanish (Peruvian),none of these,none of these,none of these
apple,apple,category_organization,none of these,3,11,apple,3,0.2727272727272727,Turkish,none of these,none of these,none of these
apple,apple,category_organization,none of these,3,11,apple,3,0.2727272727272727,Spanish (European),none of these,none of these,none of these
apple,apple,category_organization,none of these,3,11,apple,3,0.2727272727272727,Spanish (Mexican),none of these,none of these,none of these
apple,apple,category_organization,none of these,3,11,apple,3,0.2727272727272727,Mandarin (Beijing),none of these,none of these,none of these
apple,apple,category_organization,none of these,3,11,apple,3,0.2727272727272727,Russian,none of these,none of these,none of these
apple,apple,category_organization,none of these,3,11,apple,3,0.2727272727272727,Catalan,none of these,none of these,none of these
apple,apple,category_organization,none of these,3,11,apple,3,0.2727272727272727,French (French),none of these,none of these,none of these
apple,apple,category_organization,none of these,3,11,apple,3,0.2727272727272727,Cantonese,none of these,none of these,none of these
apple,apple,category_organization,none of these,3,11,apple,3,0.2727272727272727,Korean,none of these,none of these,none of these
apple,apple,category_organization,shape,0,11,apple,1,0.09090909090909091,Japanese,shape,shape,shape
apple,apple,category_organization,shape,0,11,apple,1,0.09090909090909091,English (Australian),shape,shape,shape
apple,apple,category_organization,shape,0,11,apple,1,0.09090909090909091,Mandarin (Taiwanese),shape,shape,shape
apple,apple,category_organization,shape,0,11,apple,1,0.09090909090909091,English (American),shape,shape,shape
apple,apple,category_organization,shape,0,11,apple,1,0.09090909090909091,Spanish (Peruvian),shape,shape,shape
apple,apple,category_organization,shape,0,11,apple,1,0.09090909090909091,Turkish,shape,shape,shape
apple,apple,category_organization,shape,0,11,apple,1,0.09090909090909091,Spanish (European),shape,shape,shape
apple,apple,category_organization,shape,0,11,apple,1,0.09090909090909091,Spanish (Mexican),shape,shape,shape
apple,apple,category_organization,shape,0,11,apple,1,0.09090909090909091,Mandarin (Beijing),shape,shape,shape
apple,apple,category_organization,shape,0,11,apple,1,0.09090909090909091,Russian,shape,shape,shape
apple,apple,category_organization,shape,0,11,apple,1,0.09090909090909091,Catalan,shape,shape,shape
apple,apple,category_organization,shape,0,11,apple,1,0.09090909090909091,French (French),shape,shape,shape
apple,apple,category_organization,shape,0,11,apple,1,0.09090909090909091,Cantonese,shape,shape,shape
apple,apple,category_organization,shape,0,11,apple,1,0.09090909090909091,Korean,shape,shape,shape
apple,apple,category_organization,material,1,11,apple,4,0.36363636363636365,Japanese,material,material,material
apple,apple,category_organization,material,1,11,apple,4,0.36363636363636365,English (Australian),material,material,material
apple,apple,category_organization,material,1,11,apple,4,0.36363636363636365,Mandarin (Taiwanese),material,material,material
apple,apple,category_organization,material,1,11,apple,4,0.36363636363636365,English (American),material,material,material
apple,apple,category_organization,material,1,11,apple,4,0.36363636363636365,Spanish (Peruvian),material,material,material
apple,apple,category_organization,material,1,11,apple,4,0.36363636363636365,Turkish,material,material,material
apple,apple,category_organization,material,1,11,apple,4,0.36363636363636365,Spanish (European),material,material,material
apple,apple,category_organization,material,1,11,apple,4,0.36363636363636365,Spanish (Mexican),material,material,material
apple,apple,category_organization,material,1,11,apple,4,0.36363636363636365,Mandarin (Beijing),material,material,material
apple,apple,category_organization,material,1,11,apple,4,0.36363636363636365,Russian,material,material,material
apple,apple,category_organization,material,1,11,apple,4,0.36363636363636365,Catalan,material,material,material
apple,apple,category_organization,material,1,11,apple,4,0.36363636363636365,French (French),material,material,material
apple,apple,category_organization,material,1,11,apple,4,0.36363636363636365,Cantonese,material,material,material
apple,apple,category_organization,material,1,11,apple,4,0.36363636363636365,Korean,material,material,material
apple,apple,category_organization,color,2,11,apple,3,0.2727272727272727,Japanese,color,color,color
apple,apple,category_organization,color,2,11,apple,3,0.2727272727272727,English (Australian),color,color,color
apple,apple,category_organization,color,2,11,apple,3,0.2727272727272727,Mandarin (Taiwanese),color,color,color
apple,apple,category_organization,color,2,11,apple,3,0.2727272727272727,English (American),color,color,color
apple,apple,category_organization,color,2,11,apple,3,0.2727272727272727,Spanish (Peruvian),color,color,color
apple,apple,category_organization,color,2,11,apple,3,0.2727272727272727,Turkish,color,color,color
apple,apple,category_organization,color,2,11,apple,3,0.2727272727272727,Spanish (European),color,color,color
apple,apple,category_organization,color,2,11,apple,3,0.2727272727272727,Spanish (Mexican),color,color,color
apple,apple,category_organization,color,2,11,apple,3,0.2727272727272727,Mandarin (Beijing),color,color,color
apple,apple,category_organization,color,2,11,apple,3,0.2727272727272727,Russian,color,color,color
apple,apple,category_organization,color,2,11,apple,3,0.2727272727272727,Catalan,color,color,color
apple,apple,category_organization,color,2,11,apple,3,0.2727272727272727,French (French),color,color,color
apple,apple,category_organization,color,2,11,apple,3,0.2727272727272727,Cantonese,color,color,color
apple,apple,category_organization,color,2,11,apple,3,0.2727272727272727,Korean,color,color,color
applesauce,applesauce,category_organization,material,1,8,applesauce,4,0.5,English (American),material,material,material
applesauce,applesauce,category_organization,material,1,8,applesauce,4,0.5,Spanish (European),material,material,material
applesauce,applesauce,category_organization,none of these,3,8,applesauce,4,0.5,English (American),none of these,none of these,none of these
applesauce,applesauce,category_organization,none of these,3,8,applesauce,4,0.5,Spanish (European),none of these,none of these,none of these
apricot,apricot,category_organization,shape,0,9,apricot,1,0.1111111111111111,Turkish,shape,shape,shape
apricot,apricot,category_organization,none of these,3,9,apricot,4,0.4444444444444444,Turkish,none of these,none of these,none of these
apricot,apricot,category_organization,material,1,9,apricot,4,0.4444444444444444,Turkish,material,material,material
arm,arm,category_organization,none of these,3,9,arm,3,0.3333333333333333,Catalan,none of these,none of these,none of these
arm,arm,category_organization,none of these,3,9,arm,3,0.3333333333333333,English (Australian),none of these,none of these,none of these
arm,arm,category_organization,none of these,3,9,arm,3,0.3333333333333333,Spanish (Peruvian),none of these,none of these,none of these
arm,arm,category_organization,none of these,3,9,arm,3,0.3333333333333333,English (American),none of these,none of these,none of these
arm,arm,category_organization,none of these,3,9,arm,3,0.3333333333333333,Russian,none of these,none of these,none of these
arm,arm,category_organization,none of these,3,9,arm,3,0.3333333333333333,Spanish (European),none of these,none of these,none of these
arm,arm,category_organization,none of these,3,9,arm,3,0.3333333333333333,Mandarin (Beijing),none of these,none of these,none of these
arm,arm,category_organization,none of these,3,9,arm,3,0.3333333333333333,French (French),none of these,none of these,none of these
arm,arm,category_organization,none of these,3,9,arm,3,0.3333333333333333,Turkish,none of these,none of these,none of these
arm,arm,category_organization,none of these,3,9,arm,3,0.3333333333333333,Spanish (Mexican),none of these,none of these,none of these
arm,arm,category_organization,none of these,3,9,arm,3,0.3333333333333333,Korean,none of these,none of these,none of these
arm,arm,category_organization,material,1,9,arm,1,0.1111111111111111,Catalan,material,material,material
arm,arm,category_organization,material,1,9,arm,1,0.1111111111111111,English (Australian),material,material,material
arm,arm,category_organization,material,1,9,arm,1,0.1111111111111111,Spanish (Peruvian),material,material,material
arm,arm,category_organization,material,1,9,arm,1,0.1111111111111111,English (American),material,material,material
arm,arm,category_organization,material,1,9,arm,1,0.1111111111111111,Russian,material,material,material
arm,arm,category_organization,material,1,9,arm,1,0.1111111111111111,Spanish (European),material,material,material
arm,arm,category_organization,material,1,9,arm,1,0.1111111111111111,Mandarin (Beijing),material,material,material
arm,arm,category_organization,material,1,9,arm,1,0.1111111111111111,French (French),material,material,material
arm,arm,category_organization,material,1,9,arm,1,0.1111111111111111,Turkish,material,material,material
arm,arm,category_organization,material,1,9,arm,1,0.1111111111111111,Spanish (Mexican),material,material,material
arm,arm,category_organization,material,1,9,arm,1,0.1111111111111111,Korean,material,material,material
arm,arm,category_organization,shape,0,9,arm,5,0.5555555555555556,Catalan,shape,shape,shape
arm,arm,category_organization,shape,0,9,arm,5,0.5555555555555556,English (Australian),shape,shape,shape
arm,arm,category_organization,shape,0,9,arm,5,0.5555555555555556,Spanish (Peruvian),shape,shape,shape
arm,arm,category_organization,shape,0,9,arm,5,0.5555555555555556,English (American),shape,shape,shape
arm,arm,category_organization,shape,0,9,arm,5,0.5555555555555556,Russian,shape,shape,shape
arm,arm,category_organization,shape,0,9,arm,5,0.5555555555555556,Spanish (European),shape,shape,shape
arm,arm,category_organization,shape,0,9,arm,5,0.5555555555555556,Mandarin (Beijing),shape,shape,shape
arm,arm,category_organization,shape,0,9,arm,5,0.5555555555555556,French (French),shape,shape,shape
arm,arm,category_organization,shape,0,9,arm,5,0.5555555555555556,Turkish,shape,shape,shape
arm,arm,category_organization,shape,0,9,arm,5,0.5555555555555556,Spanish (Mexican),shape,shape,shape
arm,arm,category_organization,shape,0,9,arm,5,0.5555555555555556,Korean,shape,shape,shape
armchair,armchair,category_organization,none of these,3,8,armchair,3,0.375,Hebrew,none of these,none of these,none of these
armchair,armchair,category_organization,none of these,3,8,armchair,3,0.375,French (French),none of these,none of these,none of these
armchair,armchair,category_organization,none of these,3,8,armchair,3,0.375,Russian,none of these,none of these,none of these
armchair,armchair,category_organization,none of these,3,8,armchair,3,0.375,Turkish,none of these,none of these,none of these
armchair,armchair,category_organization,shape,0,8,armchair,3,0.375,Hebrew,shape,shape,shape
armchair,armchair,category_organization,shape,0,8,armchair,3,0.375,French (French),shape,shape,shape
armchair,armchair,category_organization,shape,0,8,armchair,3,0.375,Russian,shape,shape,shape
armchair,armchair,category_organization,shape,0,8,armchair,3,0.375,Turkish,shape,shape,shape
armchair,armchair,category_organization,material,1,8,armchair,2,0.25,Hebrew,material,material,material
armchair,armchair,category_organization,material,1,8,armchair,2,0.25,French (French),material,material,material
armchair,armchair,category_organization,material,1,8,armchair,2,0.25,Russian,material,material,material
armchair,armchair,category_organization,material,1,8,armchair,2,0.25,Turkish,material,material,material
atole,atole,category_organization,material,1,6,atole,4,0.6666666666666666,Spanish (Mexican),material,material,material
atole,atole,category_organization,none of these,3,6,atole,2,0.3333333333333333,Spanish (Mexican),none of these,none of these,none of these
back,back,category_organization,none of these,3,9,back,7,0.7777777777777778,Catalan,none of these,none of these,none of these
back,back,category_organization,none of these,3,9,back,7,0.7777777777777778,Japanese,none of these,none of these,none of these
back,back,category_organization,material,1,9,back,2,0.2222222222222222,Catalan,material,material,material
back,back,category_organization,material,1,9,back,2,0.2222222222222222,Japanese,material,material,material
back (body part),back (body part),category_organization,material,1,9,back (body part),1,0.1111111111111111,Mandarin (Taiwanese),material,material,material
back (body part),back (body part),category_organization,material,1,9,back (body part),1,0.1111111111111111,Russian,material,material,material
back (body part),back (body part),category_organization,material,1,9,back (body part),1,0.1111111111111111,Cantonese,material,material,material
back (body part),back (body part),category_organization,material,1,9,back (body part),1,0.1111111111111111,Kiswahili,material,material,material
back (body part),back (body part),category_organization,material,1,9,back (body part),1,0.1111111111111111,Korean,material,material,material
back (body part),back (body part),category_organization,shape,0,9,back (body part),5,0.5555555555555556,Mandarin (Taiwanese),shape,shape,shape
back (body part),back (body part),category_organization,shape,0,9,back (body part),5,0.5555555555555556,Russian,shape,shape,shape
back (body part),back (body part),category_organization,shape,0,9,back (body part),5,0.5555555555555556,Cantonese,shape,shape,shape
back (body part),back (body part),category_organization,shape,0,9,back (body part),5,0.5555555555555556,Kiswahili,shape,shape,shape
back (body part),back (body part),category_organization,shape,0,9,back (body part),5,0.5555555555555556,Korean,shape,shape,shape
back (body part),back (body part),category_organization,none of these,3,9,back (body part),3,0.3333333333333333,Mandarin (Taiwanese),none of these,none of these,none of these
back (body part),back (body part),category_organization,none of these,3,9,back (body part),3,0.3333333333333333,Russian,none of these,none of these,none of these
back (body part),back (body part),category_organization,none of these,3,9,back (body part),3,0.3333333333333333,Cantonese,none of these,none of these,none of these
back (body part),back (body part),category_organization,none of these,3,9,back (body part),3,0.3333333333333333,Kiswahili,none of these,none of these,none of these
back (body part),back (body part),category_organization,none of these,3,9,back (body part),3,0.3333333333333333,Korean,none of these,none of these,none of these
backyard,backyard,category_organization,shape,0,8,backyard,2,0.25,English (Australian),shape,shape,shape
backyard,backyard,category_organization,none of these,3,8,backyard,4,0.5,English (Australian),none of these,none of these,none of these
backyard,backyard,category_organization,material,1,8,backyard,2,0.25,English (Australian),material,material,material
bag,bag,category_organization,material,1,9,bag,3,0.3333333333333333,Japanese,material,material,material
bag,bag,category_organization,material,1,9,bag,3,0.3333333333333333,Mandarin (Beijing),material,material,material
bag,bag,category_organization,material,1,9,bag,3,0.3333333333333333,Mandarin (Beijing),material,material,material
bag,bag,category_organization,material,1,9,bag,3,0.3333333333333333,Spanish (Mexican),material,material,material
bag,bag,category_organization,material,1,9,bag,3,0.3333333333333333,Kiswahili,material,material,material
bag,bag,category_organization,material,1,9,bag,3,0.3333333333333333,Cantonese,material,material,material
bag,bag,category_organization,material,1,9,bag,3,0.3333333333333333,Korean,material,material,material
bag,bag,category_organization,material,1,9,bag,3,0.3333333333333333,Mandarin (Taiwanese),material,material,material
