_id,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,study_id,session_id,response_format,word_order,condition_code,__v,response,block,theword,semantic_category
ROW37815,1866,survey-multi-select,26,95651,0,,,,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,basin,household
ROW37816,846,html-button-response,28,97849,0,,,,multi_select,semantic_blocked,ms_blocked,0,0,category_section_intro,,outside
ROW37817,1349,survey-multi-select,27,97002,0,,,,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,glasses,household
ROW37818,1285,survey-multi-select,29,99136,0,,,,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,backyard,outside
ROW37819,796,html-button-response,30,99934,0,,,,multi_select,semantic_blocked,ms_blocked,0,0,category_section_intro,,other
ROW37820,1336,survey-multi-select,31,101272,0,,,,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,machete,other
ROW37821,1085,html-button-response,35,106502,0,,,,multi_select,semantic_blocked,ms_blocked,0,0,,,
ROW37822,2049,instructions,36,108552,0,,,,multi_select,semantic_blocked,ms_blocked,0,,,,
ROW37823,1325,survey-multi-select,32,102599,0,,,,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,sardine,other
ROW37824,1481,survey-multi-select,33,104083,0,,,,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,tie (action),other
ROW37825,1331,survey-multi-select,34,105416,0,,,,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,lavender,attention_check
ROW37827,2148,html-button-response,1,3165,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,0,condition_banner,,
ROW37826,1015,instructions,0,1015,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,,,,
ROW37828,797,html-button-response,2,3963,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,0,precautions_survey,,
ROW37829,748,html-button-response,3,4713,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,0,vocabulary_classification_criteria,,
ROW37830,1116,html-button-response,5,6629,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,0,category_section_intro,,vehicles
ROW37831,799,html-button-response,4,5513,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,0,lavender_instruction,,
ROW37832,1570,survey-multi-select,6,8204,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,ship,vehicles
ROW37833,708,html-button-response,7,8914,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,0,category_section_intro,,toys
ROW37834,1029,survey-multi-select,8,9946,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,painting,toys
ROW37835,965,survey-multi-select,9,10913,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,pen/pencil,toys
ROW37836,1449,html-button-response,10,12363,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,0,category_section_intro,,animals
ROW37837,999,survey-multi-select,11,13363,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,crocodile,animals
ROW37838,880,survey-multi-select,12,14246,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,crow,animals
ROW37839,667,html-button-response,13,14913,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,0,category_section_intro,,furniture_rooms
ROW37840,1099,survey-multi-select,14,16014,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,bathroom,furniture_rooms
ROW37841,647,html-button-response,15,16663,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,0,category_section_intro,,food_drink
ROW37842,932,survey-multi-select,16,17596,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,pork,food_drink
ROW37843,848,survey-multi-select,17,18446,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,sour cream,food_drink
ROW37844,701,html-button-response,18,19149,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,0,category_section_intro,,body_parts
ROW37845,895,survey-multi-select,19,20047,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,brain,body_parts
ROW37846,862,survey-multi-select,20,20913,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,chin,body_parts
ROW37847,683,html-button-response,21,21597,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,0,category_section_intro,,household
ROW37848,896,survey-multi-select,22,22496,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,bandaid,household
ROW37849,897,survey-multi-select,23,23396,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,coin,household
ROW37850,1015,survey-multi-select,24,24413,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,rag,household
ROW37851,864,survey-multi-select,25,25279,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,towel,household
ROW37852,919,survey-multi-select,26,26201,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,trash,household
ROW37853,879,survey-multi-select,27,27082,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,trash,household
ROW37854,647,html-button-response,28,27730,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,0,category_section_intro,,outside
ROW37855,997,survey-multi-select,29,28729,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,doorbell,outside
ROW37856,699,html-button-response,30,29429,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,0,category_section_intro,,other
ROW37857,1600,survey-multi-select,31,31032,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,seagull,other
ROW37858,929,survey-multi-select,32,31963,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,tram,other
ROW37859,947,survey-multi-select,33,32913,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,wombat,other
ROW37860,1014,survey-multi-select,34,33930,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,lavender,attention_check
ROW37861,532,html-button-response,35,34462,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,0,,,
ROW37862,1135,instructions,36,35597,0,P0757,STUDY0009,SESS0002,multi_select,semantic_blocked,ms_blocked,0,,,,
ROW37863,1162,instructions,0,1165,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,,,,
ROW37864,2571,html-button-response,3,5285,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,0,lavender_instruction,,
ROW37865,786,html-button-response,1,1954,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,0,precautions_survey,,
ROW37866,757,html-button-response,2,2712,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,0,vocabulary_classification_criteria,,
ROW37867,5668,survey-multi-select,4,10976,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""material""]}",category_organization_2x2,basket,household
ROW37868,10804,survey-multi-select,5,21785,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,police car,vehicles
ROW37869,2602,survey-multi-select,7,29000,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,hot dog,food_drink
ROW37870,4606,survey-multi-select,6,26393,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""material""]}",category_organization_2x2,nail (object),household
ROW37871,3389,survey-multi-select,8,32392,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""shape""]}",category_organization_2x2,drain (object),other
ROW37872,3002,survey-multi-select,9,35397,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,seagull,other
ROW37873,3067,survey-multi-select,10,38466,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""material""]}",category_organization_2x2,penny,household
ROW37874,5988,survey-multi-select,11,44458,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,dryer,furniture_rooms
ROW37875,2071,survey-multi-select,12,46532,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,street,outside
ROW37876,1897,survey-multi-select,15,52040,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,gloves,clothing
ROW37877,1391,survey-multi-select,13,47925,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,flag,outside
ROW37878,2212,survey-multi-select,14,50140,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""material""]}",category_organization_2x2,pillow,household
ROW37879,1606,survey-multi-select,16,53650,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,owl,animals
ROW37880,2541,survey-multi-select,17,56195,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,lizard,other
ROW37881,2088,survey-multi-select,18,58286,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,mitten,clothing
ROW37882,2595,survey-multi-select,19,60883,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""material""]}",category_organization_2x2,straw,household
ROW37883,2466,survey-multi-select,20,63352,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""material""]}",category_organization_2x2,ham,food_drink
ROW37884,5929,survey-multi-select,21,69283,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,tram,other
ROW37885,1794,survey-multi-select,22,71079,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,lavender,attention_check
ROW37886,1925,survey-multi-select,23,73005,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,firetruck,vehicles
ROW37887,2110,survey-multi-select,24,75119,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,"{""Q0"":[""material"",""none of these""]}",category_organization_2x2,doorbell,outside
ROW37888,690,html-button-response,25,75811,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,0,,,
ROW37889,1323,instructions,26,77134,0,P1712,STUDY0009,SESS1372,multi_select,random,ms_random,0,,,,
ROW37890,3393,instructions,0,3394,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,,,,
ROW37891,6223,html-button-response,1,9618,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,0,precautions_survey,,
ROW37892,4563,html-button-response,2,14181,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,0,vocabulary_classification_criteria,,
ROW37893,3802,html-button-response,3,17983,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,0,lavender_instruction,,
ROW37894,5533,survey-multi-select,4,23518,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""shape""]}",category_organization_2x2,meatball,food_drink
ROW37895,4021,survey-multi-select,5,27542,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""material""]}",category_organization_2x2,bread,food_drink
ROW37896,2717,survey-multi-select,6,30260,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""shape""]}",category_organization_2x2,bell,toys
ROW37897,3450,survey-multi-select,9,42392,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""material""]}",category_organization_2x2,kimchi,food_drink
ROW37898,2307,survey-multi-select,8,38940,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""shape""]}",category_organization_2x2,bug,animals
ROW37899,6369,survey-multi-select,7,36632,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""shape""]}",category_organization_2x2,bug,animals
ROW37900,3498,survey-multi-select,10,45892,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""shape""]}",category_organization_2x2,sheep,animals
ROW37901,3422,survey-multi-select,11,49316,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""material""]}",category_organization_2x2,dish,household
ROW37902,5370,survey-multi-select,12,54688,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,party,other
ROW37903,1946,survey-multi-select,14,58986,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,lavender,attention_check
ROW37904,2348,survey-multi-select,13,57038,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""color""]}",category_organization_2x2,sky,outside
ROW37905,2138,survey-multi-select,17,67086,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""shape""]}",category_organization_2x2,bull,animals
ROW37906,2259,survey-multi-select,16,64946,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""shape""]}",category_organization_2x2,train,vehicles
ROW37907,3698,survey-multi-select,15,62686,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""material""]}",category_organization_2x2,matches,household
ROW37908,2306,survey-multi-select,18,69394,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""material""]}",category_organization_2x2,tissue,household
ROW37909,2964,survey-multi-select,19,72360,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""none of these""]}",category_organization_2x2,time,other
ROW37910,2448,survey-multi-select,20,74809,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""material""]}",category_organization_2x2,blanket,household
ROW37911,2160,survey-multi-select,21,76971,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""shape""]}",category_organization_2x2,keys,household
ROW37912,3286,survey-multi-select,23,82382,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""shape"",""material""]}",category_organization_2x2,suit,other
ROW37913,2121,survey-multi-select,22,79094,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""shape""]}",category_organization_2x2,trumpet,toys
ROW37914,2922,survey-multi-select,24,85306,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,"{""Q0"":[""shape""]}",category_organization_2x2,mountain,outside
ROW37915,893,html-button-response,25,86199,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,0,,,
ROW37916,1742,instructions,26,87941,0,P0964,STUDY0009,SESS1412,multi_select,random,ms_random,0,,,,
ROW37917,16664,html-button-response,2,30019,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,0,vocabulary_classification_criteria,,
ROW37918,7469,survey-multi-choice,5,54139,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""color""}",category_organization_2x2,plum,food_drink
ROW37919,11134,survey-multi-choice,4,46669,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""none of these""}",category_organization_2x2,beach,other
ROW37920,5496,html-button-response,3,35516,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,0,lavender_instruction,,
ROW37921,2755,instructions,0,2757,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,,,,
ROW37922,10594,html-button-response,1,13354,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,0,precautions_survey,,
ROW37923,3969,survey-multi-choice,6,58108,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""shape""}",category_organization_2x2,cow,animals
ROW37924,3429,survey-multi-choice,7,61539,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""shape""}",category_organization_2x2,bird,animals
ROW37925,4102,survey-multi-choice,8,65644,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""material""}",category_organization_2x2,tape,household
ROW37926,4805,survey-multi-choice,9,70450,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""shape""}",category_organization_2x2,passion fruit,other
ROW37927,2545,survey-multi-choice,10,72996,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""shape""}",category_organization_2x2,bottle,household
ROW37928,4223,survey-multi-choice,11,77220,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""shape""}",category_organization_2x2,trash can,household
ROW37929,2102,survey-multi-choice,13,83451,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""none of these""}",category_organization_2x2,lavender,attention_check
ROW37930,4127,survey-multi-choice,12,81348,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""none of these""}",category_organization_2x2,dryer,furniture_rooms
ROW37931,2718,survey-multi-choice,14,86171,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""shape""}",category_organization_2x2,coffee table,furniture_rooms
ROW37932,3015,survey-multi-choice,15,89187,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""color""}",category_organization_2x2,light,outside
ROW37933,2517,survey-multi-choice,16,91706,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""shape""}",category_organization_2x2,bubbles,toys
ROW37934,3120,survey-multi-choice,17,94828,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""shape""}",category_organization_2x2,arm,body_parts
ROW37935,2143,survey-multi-choice,18,96972,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""shape""}",category_organization_2x2,pig,animals
ROW37936,1798,survey-multi-choice,19,98771,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""shape""}",category_organization_2x2,couch,furniture_rooms
ROW37937,2318,survey-multi-choice,20,101091,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""shape""}",category_organization_2x2,puzzle,toys
ROW37938,2198,survey-multi-choice,21,103290,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""shape""}",category_organization_2x2,dinosaur,animals
ROW37939,3935,survey-multi-choice,22,107226,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""shape""}",category_organization_2x2,muffin,food_drink
ROW37940,2263,survey-multi-choice,23,109491,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""shape""}",category_organization_2x2,breast,body_parts
ROW37941,2231,survey-multi-choice,24,111724,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,"{""Q0"":""shape""}",category_organization_2x2,closet,furniture_rooms
ROW37942,1207,html-button-response,25,112932,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,0,,,
ROW37943,1574,instructions,26,114506,0,P1263,STUDY0009,SESS1376,forced_choice,random,fc_random,0,,,,
ROW37944,4179,instructions,0,4180,0,P1730,STUDY0009,SESS1373,multi_select,semantic_blocked,ms_blocked,0,,,,
ROW37945,5267,html-button-response,1,9448,0,P1730,STUDY0009,SESS1373,multi_select,semantic_blocked,ms_blocked,0,0,precautions_survey,,
ROW37946,7732,html-button-response,2,17180,0,P1730,STUDY0009,SESS1373,multi_select,semantic_blocked,ms_blocked,0,0,vocabulary_classification_criteria,,
ROW37947,5549,html-button-response,3,22730,0,P1730,STUDY0009,SESS1373,multi_select,semantic_blocked,ms_blocked,0,0,lavender_instruction,,
ROW37948,3549,html-button-response,4,26281,0,P1730,STUDY0009,SESS1373,multi_select,semantic_blocked,ms_blocked,0,0,category_section_intro,,vehicles
ROW37949,5295,survey-multi-select,5,31581,0,P1730,STUDY0009,SESS1373,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""shape"",""color"",""material""]}",category_organization_2x2,firetruck,vehicles
ROW37951,4247,html-button-response,1,12127,0,P1702,STUDY0009,SESS1421,forced_choice,semantic_blocked,fc_blocked,0,0,precautions_survey,,
ROW37950,7870,instructions,0,7875,0,P1702,STUDY0009,SESS1421,forced_choice,semantic_blocked,fc_blocked,0,,,,
ROW37952,5431,html-button-response,2,17561,0,P1702,STUDY0009,SESS1421,forced_choice,semantic_blocked,fc_blocked,0,0,vocabulary_classification_criteria,,
ROW37953,2132,html-button-response,4,22762,0,P1702,STUDY0009,SESS1421,forced_choice,semantic_blocked,fc_blocked,0,0,category_section_intro,,animals
ROW37954,3065,html-button-response,3,20628,0,P1702,STUDY0009,SESS1421,forced_choice,semantic_blocked,fc_blocked,0,0,lavender_instruction,,
ROW37955,5281,survey-multi-choice,5,28047,0,P1702,STUDY0009,SESS1421,forced_choice,semantic_blocked,fc_blocked,0,"{""Q0"":""none of these""}",category_organization_2x2,cow,animals
ROW37956,3434,instructions,0,3438,0,P0828,STUDY0009,SESS1395,multi_select,semantic_blocked,ms_blocked,0,,,,
ROW37957,1901,html-button-response,1,5341,0,P0828,STUDY0009,SESS1395,multi_select,semantic_blocked,ms_blocked,0,0,precautions_survey,,
ROW37958,6128,survey-multi-select,5,24374,0,P0828,STUDY0009,SESS1395,multi_select,semantic_blocked,ms_blocked,0,"{""Q0"":[""none of these""]}",category_organization_2x2,drum,toys
ROW37959,3947,html-button-response,3,14888,0,P0828,STUDY0009,SESS1395,multi_select,semantic_blocked,ms_blocked,0,0,lavender_instruction,,
ROW37960,3351,html-button-response,4,18240,0,P0828,STUDY0009,SESS1395,multi_select,semantic_blocked,ms_blocked,0,0,category_section_intro,,toys
ROW37961,5595,html-button-response,2,10937,0,P0828,STUDY0009,SESS1395,multi_select,semantic_blocked,ms_blocked,0,0,vocabulary_classification_criteria,,
